City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Wasilla,US,61.5814,-149.4394,74.21,69,75,8.05,broken clouds
448,Bom Jesus,BR,-9.0744,-44.3586,73.58,66,85,2.01,overcast clouds
449,Yumen,CN,40.2833,97.2,86.7,14,0,14.88,clear sky
450,Saint-Pierre,RE,-21.3393,55.4781,70.92,52,100,6.91,overcast clouds
451,Yambio,SS,4.5721,28.3955,69.1,83,9,1.77,clear sky
452,Sherbakul,RU,54.6316,72.3963,63.61,67,75,17.58,broken clouds
453,Salamanca,ES,40.8333,-6.0,51.75,91,50,6.38,scattered clouds
454,Cabo San Lucas,MX,22.8909,-109.9124,87.62,69,20,7.0,few clouds
455,Mgandu,TZ,-5.95,34.1333,55.09,66,1,8.43,clear sky
456,Eyl,SO,7.9803,49.8164,80.83,62,100,30.8,overcast clouds
457,Tecoanapa,MX,16.5167,-98.75,76.59,90,100,4.5,overcast clouds
458,Stornoway,GB,58.2093,-6.3865,51.93,92,100,8.05,overcast clouds
459,Buchanan,LR,5.8808,-10.0467,75.0,91,100,5.84,moderate rain
460,Caloundra,AU,-26.8,153.1333,72.9,56,5,3.0,clear sky
461,Price,US,39.5994,-110.8107,72.66,15,0,13.8,clear sky
462,Sigli,ID,5.3848,95.9609,85.75,62,91,5.73,overcast clouds
463,Surdulica,RS,42.6906,22.1708,69.28,92,65,1.72,broken clouds
464,Mayo,US,38.8876,-76.5119,73.35,86,0,8.05,clear sky
465,Darab,IR,28.7519,54.5444,91.33,22,4,6.4,clear sky
466,Pankrushikha,RU,53.8319,80.3406,71.96,47,41,13.49,scattered clouds
467,Padang,ID,-0.9492,100.3543,86.05,69,95,5.14,overcast clouds
468,Wajir,KE,1.7471,40.0573,73.36,73,40,8.05,scattered clouds
469,Mantua,IT,45.1667,10.7833,78.04,80,22,3.04,few clouds
470,Troutdale,US,45.5393,-122.3873,75.16,68,0,10.36,clear sky
471,Sabang,ID,5.8933,95.3214,82.94,72,78,12.37,broken clouds
472,Rio Formoso,BR,-8.6636,-35.1586,72.95,92,99,5.95,overcast clouds
473,Beeville,US,28.4008,-97.7483,81.99,78,0,5.75,clear sky
474,Lodwar,KE,3.1191,35.5973,78.58,53,62,10.0,broken clouds
475,Kropotkin,RU,45.4375,40.5756,70.9,79,95,7.23,overcast clouds
476,Sobolevo,RU,54.4299,31.8996,52.77,96,100,14.79,light rain
477,Ban Nahin,LA,18.2418,104.2122,91.26,56,93,3.71,overcast clouds
478,Svetlyy,RU,54.675,20.1347,57.25,86,7,7.47,clear sky
479,Great Bend,US,38.3645,-98.7648,73.62,72,0,13.8,clear sky
480,Parfino,RU,57.9731,31.6481,58.41,58,65,7.38,broken clouds
481,Fortuna Foothills,US,32.6578,-114.4119,95.09,28,0,4.61,clear sky
482,Pocosol,CR,10.3667,-84.6167,69.53,96,100,2.53,overcast clouds
483,Santa Rosa,PH,14.3122,121.1114,92.08,61,73,4.25,broken clouds
484,Bulgan,MN,48.8125,103.5347,73.29,32,33,18.28,scattered clouds
485,Kutum,SD,14.2,24.6667,76.8,52,6,8.16,clear sky
486,Creel,MX,27.75,-107.6333,56.43,89,100,4.03,overcast clouds
487,Jeremie,HT,18.65,-74.1167,79.05,84,93,1.59,overcast clouds
488,Jackson,US,42.4165,-122.8345,78.67,34,0,5.75,clear sky
489,Southbridge,US,42.0751,-72.0334,62.71,94,100,1.01,light rain
490,Keita,NE,14.7551,5.7749,86.22,51,68,13.78,broken clouds
491,Ekhabi,RU,53.5102,142.9671,57.16,74,17,20.24,few clouds
492,Koumra,TD,8.9126,17.5539,73.31,90,99,0.56,overcast clouds
493,Aden,YE,12.7794,45.0367,89.24,71,46,11.03,scattered clouds
494,Ovalle,CL,-30.5983,-71.2003,52.05,82,100,2.37,light rain
495,Nchelenge,ZM,-9.3451,28.734,55.62,68,0,7.99,clear sky
496,The Pas,CA,53.8251,-101.2541,60.82,59,0,5.75,clear sky
497,Progreso,MX,21.2833,-89.6667,80.71,87,35,11.27,scattered clouds
498,Olinda,BR,-8.0089,-34.8553,74.93,94,100,3.44,moderate rain
499,Nemuro,JP,43.3236,145.575,51.75,88,29,8.39,scattered clouds
500,Hope,US,33.6671,-93.5916,86.05,66,2,2.77,clear sky
501,Birjand,IR,32.8663,59.2211,73.87,18,0,6.91,clear sky
502,Tsiroanomandidy,MG,-18.7667,46.0333,58.19,70,0,2.77,clear sky
503,Anadyr,RU,64.75,177.4833,50.5,87,40,4.47,light rain
504,Talara,PE,-4.5772,-81.2719,64.24,81,38,15.5,scattered clouds
505,Pitea,SE,65.3172,21.4794,51.89,55,32,9.71,scattered clouds
506,Cayenne,GF,4.9333,-52.3333,77.09,1,100,3.44,overcast clouds
507,Skibbereen,IE,51.55,-9.2667,57.11,86,100,3.0,overcast clouds
508,Phonhong,LA,18.5007,102.4166,91.94,52,99,1.63,overcast clouds
509,Viedma,AR,-40.8135,-62.9967,39.52,73,82,5.59,broken clouds
510,Dhidhdhoo,MV,6.8833,73.1,83.19,78,100,14.34,overcast clouds
511,Mecca,SA,21.4267,39.8261,87.13,43,6,8.01,clear sky
512,Pinotepa Nacional,MX,16.3167,-98.0167,73.81,95,100,2.66,overcast clouds
513,Pemba,MZ,-12.974,40.5178,66.9,94,20,8.05,few clouds
514,Rokytne,UA,51.2796,27.214,52.63,96,99,15.7,light rain
515,Gonbad-E Qabus,IR,37.25,55.1672,82.31,57,0,0.0,clear sky
516,Himare,AL,40.1017,19.7447,78.08,55,0,3.18,clear sky
517,Chamba,IN,32.5667,76.1333,79.34,49,100,4.59,overcast clouds
518,Matara,LK,5.9485,80.5353,83.3,75,100,12.93,overcast clouds
519,Roebourne,AU,-20.7833,117.1333,84.13,26,2,15.05,clear sky
520,Kapit,MY,2.0167,112.9333,89.91,54,77,4.23,broken clouds
521,Khani,GE,41.9563,42.9566,56.77,100,100,1.57,overcast clouds
522,Garliciu,RO,44.7667,28.0833,65.77,46,1,9.44,clear sky
523,Angoche,MZ,-16.2325,39.9086,74.37,64,82,10.2,broken clouds
524,Mehamn,NO,71.0357,27.8492,44.51,100,75,12.66,light rain
525,Koumac,NC,-20.5667,164.2833,72.73,61,90,10.65,overcast clouds
526,Basco,PH,20.4487,121.9702,86.29,73,18,9.66,light rain
527,Alugan,PH,12.2188,125.4808,85.24,70,87,6.53,light rain
528,Maningrida,AU,-12.0667,134.2667,89.29,37,41,12.39,scattered clouds
529,Alice Springs,AU,-23.7,133.8833,69.22,32,0,10.36,clear sky
530,Killybegs,IE,54.6333,-8.45,55.6,87,92,4.45,overcast clouds
531,Soe,ID,-9.8607,124.284,78.71,45,5,12.37,clear sky
532,Boguchany,RU,58.3814,97.4531,76.3,29,0,5.01,clear sky
533,Saint-Augustin,CA,51.226,-58.6502,44.49,84,100,5.1,overcast clouds
534,Noumea,NC,-22.2763,166.4572,75.0,99,99,7.76,overcast clouds
535,Gros Islet,LC,14.0667,-60.95,80.42,82,98,12.86,overcast clouds
536,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,67.84,57,36,3.47,scattered clouds
537,Paso De Carrasco,UY,-34.8603,-56.0522,48.34,66,75,16.11,light rain
538,Bell Ville,AR,-32.6259,-62.6887,44.4,72,100,8.63,overcast clouds
539,Fare,PF,-16.7,-151.0167,79.95,71,19,14.99,few clouds
540,Road Town,VG,18.4167,-64.6167,78.89,72,70,12.88,broken clouds
541,Nagorsk,RU,59.3172,50.8078,56.62,85,95,8.66,overcast clouds
542,Biskamzha,RU,53.4497,89.5272,77.59,47,80,4.68,broken clouds
543,Snezhnogorsk,RU,69.1933,33.2531,55.18,66,100,12.82,overcast clouds
544,De-Kastri,RU,51.4667,140.7833,57.81,77,90,15.86,overcast clouds
545,Vodnany,CZ,49.1479,14.1751,64.33,71,86,3.47,overcast clouds
546,Kenora,CA,49.8167,-94.4337,54.57,76,75,12.66,broken clouds
547,Sechura,PE,-5.5569,-80.8222,63.28,78,85,12.8,overcast clouds
548,Haysville,US,37.5645,-97.3523,74.95,88,100,12.66,thunderstorm
549,Niquelandia,BR,-14.4739,-48.4597,63.54,54,50,4.05,scattered clouds
550,Abalak,RU,58.1286,68.5944,53.91,98,100,7.65,light rain
551,Nurobod,UZ,40.9056,69.8023,75.94,45,99,6.15,overcast clouds
552,Utete,TZ,-7.986,38.758,70.75,77,64,0.89,broken clouds
553,Kindu,CD,-2.95,25.95,69.48,85,53,1.36,broken clouds
554,Hwange,ZW,-18.3693,26.5019,50.56,83,0,3.47,clear sky
555,Non Sang,TH,16.8687,102.5664,93.51,48,100,4.07,overcast clouds
556,Quatre Cocos,MU,-20.2078,57.7625,72.09,57,4,9.13,clear sky
557,Christchurch,NZ,-43.5333,172.6333,47.91,78,3,6.91,clear sky
558,Shingu,JP,33.7333,135.9833,83.26,66,46,11.59,scattered clouds
559,Moron,AR,-34.6534,-58.6198,46.15,74,99,11.05,overcast clouds
560,Grafton,US,42.207,-71.6856,62.6,89,100,6.91,overcast clouds
561,Bima,ID,-8.4667,118.7167,88.81,55,44,8.86,scattered clouds
562,Sosva,RU,59.1766,61.8558,56.68,97,100,6.76,moderate rain
563,Kovvur,IN,17.0167,81.7333,79.05,94,100,0.0,moderate rain
564,Vrangel,RU,42.7297,133.0839,59.94,99,100,10.85,moderate rain
565,Colares,PT,38.7992,-9.4469,64.33,77,52,15.99,broken clouds
566,Seymchan,RU,62.8833,152.4333,59.94,64,69,5.93,broken clouds
567,Rocha,UY,-34.4833,-54.3333,48.9,75,100,13.58,overcast clouds
568,Xichang,CN,27.8964,102.2634,81.12,69,100,3.74,light rain
569,Chebsara,RU,59.2002,38.8356,56.53,78,18,8.61,few clouds
570,Sikasso,ML,10.9167,-7.0,74.03,82,77,2.98,broken clouds
571,Zyryanka,RU,65.75,150.85,69.19,31,14,13.31,few clouds
572,Lashio,MM,22.9333,97.75,80.2,70,85,4.81,overcast clouds
573,Zhigansk,RU,66.7697,123.3711,60.71,66,100,3.4,overcast clouds
574,Amahai,ID,-3.3333,128.9167,83.05,76,86,7.11,overcast clouds
575,Le Port,RE,-20.9373,55.2919,71.26,51,14,5.08,few clouds
576,Kribi,CM,2.95,9.9167,74.12,91,98,5.48,light rain
577,Nuuk,GL,64.1835,-51.7216,34.41,86,75,6.91,broken clouds
578,Lerwick,GB,60.1545,-1.1494,51.8,94,100,18.72,overcast clouds
579,Klaksvik,FO,62.2266,-6.589,50.92,94,100,31.88,light rain
580,Manokwari,ID,-0.8667,134.0833,83.93,67,66,7.4,broken clouds
581,Coihaique,CL,-45.5752,-72.0662,19.35,93,0,2.3,clear sky
582,Inhambane,MZ,-23.865,35.3833,66.18,93,20,0.0,few clouds
583,Okha,RU,53.5739,142.9478,56.19,76,21,20.38,few clouds
584,Faanui,PF,-16.4833,-151.75,80.2,72,44,14.47,scattered clouds
585,Tripoli,LY,32.8752,13.1875,74.82,54,0,10.67,clear sky
586,La Rioja,ES,42.25,-2.5,55.18,61,36,5.66,scattered clouds
587,Abha,SA,18.2164,42.5053,71.42,73,0,3.44,clear sky
588,Makakilo City,US,21.3469,-158.0858,79.12,68,100,14.97,overcast clouds
589,Yarmouth,US,41.7057,-70.2286,62.02,78,75,5.75,broken clouds
590,Babstovo,RU,48.1167,132.4833,77.09,71,100,10.33,light rain
591,Maniitsoq,GL,65.4167,-52.9,35.31,85,81,5.14,broken clouds
592,Manado,ID,1.487,124.8455,88.57,74,40,8.05,scattered clouds
593,Hammerfest,NO,70.6634,23.6821,43.25,93,75,4.61,light rain
594,Hukuntsi,BW,-24.0,21.75,55.58,55,77,18.23,broken clouds
595,Kalemie,CD,-5.9475,29.1947,70.84,62,7,9.26,clear sky
596,Adwa,ET,14.1646,38.8955,65.64,62,96,2.19,overcast clouds
597,Banswada,IN,18.3833,77.8833,87.15,55,93,8.23,overcast clouds
598,Limbang,MY,4.75,115.0,89.71,60,99,0.47,overcast clouds
599,Terre-De-Bas,GP,15.8501,-61.6442,72.91,76,98,13.15,overcast clouds
600,Galle,LK,6.0367,80.217,82.62,79,100,13.76,overcast clouds
601,Aviles,ES,43.5547,-5.9248,60.93,94,75,3.44,broken clouds
602,Ginir,ET,7.1333,40.7,60.73,72,94,6.71,overcast clouds
603,Marawi,PH,7.9986,124.2928,77.29,81,72,3.89,broken clouds
604,Vikhorevka,RU,56.1201,101.1636,69.39,32,16,4.7,few clouds
605,Pinheiro Machado,BR,-31.5783,-53.3811,50.05,98,100,7.92,overcast clouds
606,Dickson,US,36.077,-87.3878,77.95,85,40,0.0,scattered clouds
607,Codrington,AU,-38.2667,141.9667,59.4,72,100,8.88,overcast clouds
608,Togur,RU,58.3631,82.8265,76.26,51,95,17.02,overcast clouds
609,Lake Havasu City,US,34.4839,-114.3224,101.01,10,20,6.91,few clouds
610,Ennis,IE,52.8436,-8.9864,58.93,94,100,3.44,overcast clouds
611,Phan Thiet,VN,10.9333,108.1,91.76,55,92,11.03,overcast clouds
612,Guilin,CN,25.2819,110.2864,86.11,93,100,2.62,overcast clouds
613,Kemerovo,RU,55.3333,86.0833,73.09,68,0,8.99,clear sky
614,Diu,IN,20.7141,70.9822,89.35,60,7,8.3,clear sky
615,Walvis Bay,NA,-22.9575,14.5053,47.35,87,0,8.05,clear sky
616,Kieta,PG,-6.2167,155.6333,82.54,79,74,5.03,moderate rain
617,Aripuana,BR,-9.1667,-60.6333,68.41,63,90,0.58,overcast clouds
618,Cruzeiro Do Sul,BR,-29.5128,-51.9853,61.09,94,93,2.64,overcast clouds
619,Sampit,ID,-2.5333,112.95,90.77,51,86,3.13,overcast clouds
620,Vanavara,RU,60.34,102.2797,70.79,34,98,7.02,overcast clouds
621,Mareeba,AU,-17.0,145.4333,72.48,82,91,7.74,overcast clouds
622,Wilmington,US,34.2257,-77.9447,71.91,71,0,0.0,clear sky
623,Dingle,PH,10.9995,122.6711,88.43,64,100,4.9,light rain
624,Palmas,BR,-10.2128,-48.3603,71.47,73,0,5.75,clear sky
625,Nkayi,CG,-4.1841,13.2884,65.86,92,1,2.55,clear sky
626,Xapuri,BR,-10.6517,-68.5044,70.9,79,71,1.3,broken clouds
627,Carazinho,BR,-28.2839,-52.7864,58.35,98,93,6.11,overcast clouds
628,Paita,PE,-5.0892,-81.1144,63.16,82,85,12.26,overcast clouds
629,Kuusamo,FI,65.9667,29.1833,55.44,71,0,6.91,clear sky
630,Cartagena,CO,10.3997,-75.5144,78.42,89,75,0.0,light intensity drizzle
631,Chumikan,RU,54.7183,135.315,47.03,85,46,12.8,scattered clouds
632,Jasper,US,37.2001,-94.3502,79.11,74,0,5.75,clear sky
633,Chifeng,CN,42.2683,118.9636,66.79,92,100,0.38,moderate rain
634,Neuquen,AR,-38.9516,-68.0591,39.09,60,75,8.05,broken clouds
635,Belen,TR,36.4891,36.2233,64.54,78,40,14.97,scattered clouds
636,Boysun,UZ,38.2061,67.1986,70.02,37,99,8.57,overcast clouds
637,Ixtapa,MX,20.7,-105.2,83.23,80,98,1.99,overcast clouds
638,Omsukchan,RU,62.5333,155.8,49.17,81,100,5.84,overcast clouds
639,Kargil,IN,34.5667,76.1,53.83,43,97,6.87,overcast clouds
640,Athni,IN,16.7333,75.0667,80.02,63,96,12.35,overcast clouds
641,Great Yarmouth,GB,52.6083,1.7305,57.42,71,2,2.73,clear sky
642,Erchie,IT,40.438,17.7306,78.19,49,0,1.99,clear sky
643,Nisia Floresta,BR,-6.0911,-35.2086,75.58,94,75,7.54,light rain
644,Boyolangu,ID,-8.1181,111.8935,82.78,69,73,10.0,broken clouds
645,Porto Novo,BJ,6.4965,2.6036,71.42,95,100,3.76,moderate rain
646,Impfondo,CG,1.6381,18.0667,69.3,98,83,2.08,broken clouds
647,Aginskoye,RU,51.1,114.53,77.4,34,6,9.17,clear sky
648,Thinadhoo,MV,0.5333,72.9333,84.2,70,100,8.79,overcast clouds
649,San Francisco,US,37.7749,-122.4194,89.47,50,0,10.36,clear sky
650,Kambove,CD,-10.8764,26.5969,48.04,72,0,4.47,clear sky
651,Dalvik,IS,65.9702,-18.5286,48.13,73,80,12.97,broken clouds
652,Fuyu,CN,45.1833,124.8167,85.33,44,100,15.52,overcast clouds
653,Kattivakkam,IN,13.2167,80.3167,86.09,84,95,11.05,overcast clouds
654,Piacabucu,BR,-10.4056,-36.4344,74.23,85,28,8.05,scattered clouds
655,Zhuhai,CN,22.2769,113.5678,94.86,89,20,8.05,few clouds
656,Port Shepstone,ZA,-30.7414,30.455,61.32,86,42,9.66,scattered clouds
657,Changji,CN,44.0167,87.3167,95.79,15,0,6.71,clear sky
658,Sangar,RU,63.9242,127.4739,75.25,32,23,11.07,few clouds
659,Murud,IN,18.3258,72.965,77.65,88,100,6.08,overcast clouds
660,Manta,EC,-0.95,-80.7333,71.38,88,100,9.22,overcast clouds
661,Coro,VE,11.4045,-69.6734,77.72,86,100,13.44,overcast clouds
662,Arcata,US,40.8665,-124.0828,67.68,80,0,3.44,clear sky
663,Susanville,US,40.4163,-120.653,66.04,32,0,5.75,clear sky
664,New Philadelphia,US,40.4898,-81.4457,74.8,79,0,1.01,clear sky
665,Anito,PH,12.4497,125.2886,85.98,69,96,6.67,light rain
666,San Policarpo,PH,12.1791,125.5072,85.39,69,88,6.82,light rain
667,Fukue,JP,32.6881,128.8419,79.16,89,40,11.5,scattered clouds
668,Vallenar,CL,-28.5708,-70.7581,48.04,90,87,6.04,overcast clouds
669,Scarborough,GB,54.2797,-0.4044,58.33,88,30,2.73,scattered clouds
670,Tanda,IN,26.55,82.65,98.49,36,2,7.78,clear sky
671,Hays,US,30.0502,-98.0336,84.6,67,37,4.0,scattered clouds
672,Belmonte,BR,-15.8631,-38.8828,70.72,82,36,3.71,scattered clouds
673,Acari,PE,-15.4311,-74.6158,61.9,74,68,1.83,broken clouds
